Price,Close,High,Low,Open,Volume
2025-11-17,164.16000366210938,168.72999572753906,162.75999450683594,168.6199951171875,3240500
2025-11-18,163.97000122070312,164.97000122070312,160.97000122070312,162.5800018310547,2791900
2025-11-19,166.05999755859375,169.10000610351562,163.4499969482422,164.6699981689453,2500900
2025-11-20,164.69000244140625,170.5,164.50999450683594,166.1300048828125,2911400
2025-11-21,168.17999267578125,170.17999267578125,163.47000122070312,165.2100067138672,3337500
2025-11-24,169.6699981689453,172.38999938964844,166.22999572753906,168.32000732421875,3862500
2025-11-25,177.50999450683594,179.1699981689453,171.5,171.5500030517578,4518200
2025-11-26,181.94000244140625,183.69000244140625,177.7899932861328,178.0,3840000
2025-11-28,184.17999267578125,186.69000244140625,183.5,185.0,3021000
2025-12-01,182.41000366210938,184.94000244140625,180.25,181.19000244140625,4155100
2025-12-02,182.39999389648438,184.41000366210938,181.2100067138672,183.35000610351562,2362300
2025-12-03,182.3000030517578,185.07000732421875,178.89999389648438,182.66000366210938,2742200
2025-12-04,183.60000610351562,184.89999389648438,179.58999633789062,182.7100067138672,2973300
2025-12-05,190.00999450683594,191.85000610351562,184.6199951171875,184.6199951171875,4641900
2025-12-08,183.0399932861328,191.27999877929688,180.0,190.52999877929688,5226400
2025-12-09,182.27999877929688,183.58999633789062,180.6999969482422,182.8000030517578,3274300
2025-12-10,187.6199951171875,188.22000122070312,181.5,181.63999938964844,3233500
2025-12-11,187.00999450683594,188.5,182.0399932861328,183.44000244140625,9925700
2025-12-12,204.97000122070312,213.22000122070312,202.11000061035156,204.5800018310547,20263800
2025-12-15,206.2899932861328,208.3000030517578,198.5399932861328,203.22999572753906,7686800
2025-12-16,206.74000549316406,209.2100067138672,203.27000427246094,208.80999755859375,5156000
2025-12-17,207.8699951171875,209.4499969482422,201.00999450683594,206.42999267578125,5254400
2025-12-18,215.11000061035156,225.97999572753906,215.0500030517578,223.88999938964844,12120600
2025-12-19,209.4499969482422,217.25999450683594,207.3800048828125,214.99000549316406,15983300
2025-12-22,212.3699951171875,213.72000122070312,207.99000549316406,209.42999267578125,4610500
2025-12-23,212.67999267578125,213.3699951171875,209.25,211.11000061035156,2867800
2025-12-24,210.39999389648438,214.19000244140625,210.25,213.22000122070312,1152500
2025-12-26,208.97000122070312,211.0,207.86000061035156,210.0,2076700
2025-12-29,212.5399932861328,212.89999389648438,207.02000427246094,208.0,3453500
2025-12-30,210.6699981689453,213.17999267578125,210.47000122070312,212.50999450683594,1987600
2025-12-31,207.80999755859375,211.36000061035156,207.69000244140625,210.91000366210938,1967500
2026-01-02,210.80999755859375,212.0800018310547,208.55999755859375,209.22000122070312,2415700
2026-01-05,212.39999389648438,216.4499969482422,211.07000732421875,211.44000244140625,3173100
2026-01-06,215.8800048828125,216.4600067138672,209.99000549316406,212.39999389648438,3105900
2026-01-07,211.72000122070312,216.75,209.3699951171875,215.85000610351562,2343200
2026-01-08,212.1699981689453,217.22000122070312,209.4600067138672,209.75,2750600
2026-01-09,203.89999389648438,213.6300048828125,200.4499969482422,213.0,5732800
2026-01-12,209.0399932861328,211.4199981689453,202.0,203.3000030517578,4200900
2026-01-13,211.89999389648438,214.14999389648438,208.3699951171875,208.89999389648438,2417000
2026-01-14,203.13999938964844,215.0,202.17999267578125,211.3300018310547,2628600
2026-01-15,205.00999450683594,205.83999633789062,201.0,203.4600067138672,2422600
2026-01-16,201.8699951171875,205.07000732421875,201.5,204.38999938964844,3642300
2026-01-20,188.75999450683594,201.2899932861328,188.5500030517578,198.41000366210938,4306200
2026-01-21,189.83999633789062,193.2899932861328,186.89999389648438,188.91000366210938,2523200
2026-01-22,194.66000366210938,196.27999877929688,190.8699951171875,190.91000366210938,2080600
2026-01-23,191.07000732421875,194.88999938964844,191.0,192.7100067138672,1719900
2026-01-26,192.7899932861328,195.74000549316406,189.16000366210938,191.00999450683594,1885800
2026-01-27,186.38999938964844,192.49000549316406,186.17999267578125,192.0,2632300
2026-01-28,180.35000610351562,187.49000549316406,179.1999969482422,186.52000427246094,2872100
2026-01-29,172.5399932861328,180.0,171.3000030517578,179.6199951171875,3543700
2026-01-30,174.5,175.39999389648438,171.25,173.75999450683594,2735200
2026-02-02,179.0800018310547,181.55999755859375,173.9499969482422,174.8699951171875,3062800
2026-02-03,171.57000732421875,179.9199981689453,171.3300018310547,176.5,2452200
2026-02-04,178.0,178.1699981689453,172.44000244140625,173.11000061035156,2858500
2026-02-05,170.08999633789062,178.8800048828125,169.42999267578125,177.0500030517578,2204400
2026-02-06,172.85000610351562,175.42999267578125,170.0,170.0,1953900
2026-02-09,175.67999267578125,175.88999938964844,170.27000427246094,173.0,1664900
2026-02-10,180.6199951171875,184.5,176.00999450683594,176.32000732421875,2266900
2026-02-11,175.86000061035156,181.72000122070312,175.83999633789062,180.10000610351562,1630700
2026-02-12,169.52999877929688,178.97999572753906,168.38999938964844,176.8000030517578,2599800
2026-02-13,176.4199981689453,176.6699981689453,170.82000732421875,171.6199951171875,1934200
2026-02-17,177.72000122070312,178.80999755859375,172.39999389648438,175.2100067138672,1636100
2026-02-18,182.1300048828125,182.5800018310547,176.0,177.00999450683594,1751300
2026-02-19,182.8800048828125,183.3000030517578,179.2100067138672,180.89999389648438,1331100
2026-02-20,187.3000030517578,192.49000549316406,178.1999969482422,181.3699951171875,3489000
2026-02-23,178.11000061035156,185.00999450683594,176.67999267578125,184.83999633789062,2325600
2026-02-24,179.49000549316406,182.0,177.5,178.8300018310547,1312100
2026-02-25,182.5500030517578,183.85000610351562,179.47000122070312,179.75,1581700
2026-02-26,186.10000610351562,188.4199981689453,184.0,184.66000366210938,1812300
2026-02-27,185.1699981689453,186.64999389648438,180.97999572753906,181.1300048828125,1810800
2026-03-02,176.1699981689453,179.3800048828125,175.27999877929688,179.3800048828125,2974200
2026-03-03,174.27000427246094,175.4600067138672,168.5399932861328,171.72999572753906,2843800
2026-03-04,173.2100067138672,175.4499969482422,172.13999938964844,173.55999755859375,2188700
2026-03-05,173.17999267578125,174.39999389648438,170.07000732421875,172.97999572753906,2150300
2026-03-06,170.1300048828125,171.77000427246094,165.8800048828125,171.77000427246094,2771400
2026-03-09,169.75999450683594,170.92999267578125,163.4499969482422,165.63999938964844,2708400
2026-03-10,166.42999267578125,171.33999633789062,166.33999633789062,169.75999450683594,2320300
2026-03-11,162.7899932861328,168.3800048828125,162.72999572753906,167.3800048828125,2601300
2026-03-12,158.19000244140625,163.02999877929688,157.9499969482422,161.75999450683594,2787700
2026-03-13,157.77999877929688,159.49000549316406,156.63999938964844,159.0500030517578,2516900
2026-03-16,159.91000366210938,161.58999633789062,156.77999877929688,157.5,3026200
2026-03-17,159.27000427246094,164.02999877929688,158.8699951171875,161.4499969482422,6341500
2026-03-18,165.38999938964844,169.39999389648438,156.80999755859375,158.0399932861328,7402500
2026-03-19,165.57000732421875,167.6999969482422,161.3300018310547,163.0399932861328,3859700
2026-03-20,162.82000732421875,166.69000244140625,161.2100067138672,165.16000366210938,4942200
2026-03-23,164.3800048828125,167.49000549316406,162.60000610351562,165.8800048828125,2609300
2026-03-24,160.9499969482422,166.5399932861328,160.2899932861328,164.25,1874600
2026-03-25,158.72000122070312,163.6300048828125,156.8300018310547,162.60000610351562,2391900
2026-03-26,151.38999938964844,160.10000610351562,151.22999572753906,157.99000549316406,3015700
2026-03-27,145.85000610351562,150.52000427246094,143.9600067138672,150.36000061035156,3694900
2026-03-30,145.8300018310547,148.85000610351562,145.3699951171875,145.9199981689453,2694000
2026-03-31,153.10000610351562,153.6699981689453,148.0,148.41000366210938,2520900
2026-04-01,158.80999755859375,161.0,150.8000030517578,150.92999267578125,3039500
2026-04-02,155.72000122070312,159.4499969482422,152.85000610351562,155.1699981689453,1963500
2026-04-06,156.17999267578125,157.25,153.6300048828125,155.32000732421875,1506500
2026-04-07,153.6699981689453,155.24000549316406,151.7100067138672,154.3000030517578,1434300
2026-04-08,158.86000061035156,163.16000366210938,158.1699981689453,160.22999572753906,1664700
2026-04-09,166.50999450683594,166.8000030517578,157.30999755859375,157.42999267578125,1967600
2026-04-10,163.86000061035156,167.9499969482422,162.8000030517578,166.7899932861328,1556600
2026-04-13,162.55999755859375,163.94000244140625,156.5500030517578,162.1999969482422,1986800
2026-04-14,160.60000610351562,164.2100067138672,158.47000122070312,162.5800018310547,2635800
2026-04-15,162.74000549316406,164.2100067138672,160.35000610351562,161.32000732421875,1853500
2026-04-16,162.9199981689453,167.42999267578125,162.2100067138672,164.7100067138672,1516900
2026-04-17,167.27999877929688,168.9499969482422,165.0,165.25,2244600
2026-04-20,166.80999755859375,167.42999267578125,164.6999969482422,164.83999633789062,1386000
2026-04-21,166.6999969482422,170.1999969482422,165.61000061035156,167.5,1723700
2026-04-22,163.4499969482422,168.1999969482422,161.2100067138672,167.61000061035156,2513500
2026-04-23,141.66000366210938,152.0800018310547,141.3300018310547,152.0800018310547,12180300
2026-04-24,143.8000030517578,145.38999938964844,141.77999877929688,141.8800048828125,3817900
2026-04-27,146.94000244140625,148.69000244140625,143.77000427246094,143.83999633789062,3245000
2026-04-28,142.38999938964844,148.6699981689453,142.24000549316406,146.97000122070312,2570045
